sample_id,time,line_id,line_name,station_id,nearest_boarding_station,destination_station,current_location,walk_distance_m,inflow_30m,outflow_30m,weather,temperature,headway,online_vehicle,total_vehicle,is_peak,scenic_name,scenic_type,scenic_intensity,advice_intent,crowding_adjusted,congestion_adjusted,seat_pressure,boarding_convenience,advice_level,recommended_action,user_question,assistant_answer
TA00402,2024-04-07 08:20:00,14cb7122f64146b02a21c2c791af904d,102路,adfb72413cbc8ff7904e8b98e0aaa70c,沙溪温泉,四环明珠,沙溪温泉北侧路口约194米,194,36,15,小雨,34.1,11.2,20,20,1,图书馆文化区,文教热点,0.322,通勤出行,0.866,0.893,0.775,0.758,强提醒,避让/错峰,请帮我判断下，现在从沙溪温泉北侧路口约194米去四环明珠，推荐按原计划等车还是换个方案？,"您好！从沙溪温泉北侧路口约194米前往四环明珠，目前正值高峰时段，周边道路和客流压力较大。

目前102路的车厢拥挤度在 87% 左右，道路拥堵指数 89%。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00403,2024-04-07 22:37:00,c2b333726a91ce0fb6190c8e428177d5,101路,83da1c91a60b0425615225a81a7a2266,水务局,党校,水务局商圈附近约505米,505,24,13,小雨,6.2,12.0,14,19,1,高笋塘步行区,商圈客流,0.417,雨天出行,0.804,0.658,0.68,0.369,普通,常态候车,请帮我判断下，现在从水务局商圈附近约505米去党校，推荐按原计划等车还是换个方案？,"您好！从水务局商圈附近约505米前往党校，当前外面是小雨，距离水务局站还有505米步行路程，请务必备好雨具注意安全。

目前101路的车厢拥挤度在 80% 左右，道路拥堵指数 66%。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00404,2024-04-07 12:12:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,3de2c7760a21d9abc8abdcacaf08f885,行政服务中心,中天广场,行政服务中心对面天桥下约753米,753,146,52,晴,11.4,8.7,17,22,1,高笋塘步行区,商圈客流,0.911,景区避堵,0.909,0.598,0.692,0.1,强提醒,避让/错峰,请帮我判断下，现在从行政服务中心对面天桥下约753米去中天广场，推荐按原计划等车还是换个方案？,"您好！从行政服务中心对面天桥下约753米前往中天广场，目前正值高峰时段，周边道路和客流压力较大。

目前105路的车厢拥挤度在 91% 左右，道路拥堵指数 60%。另外，受高笋塘步行区商圈客流影响，途经该区域可能会有客流聚集。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00405,2024-04-07 16:59:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,6804f20d9758b3a91029d424dfa1daeb,高笋塘,人武部,高笋塘东侧约127米,127,6,1,阴,27.4,44.2,14,22,0,白鹤梁,文化景区,0.656,景区避堵,0.486,0.99,0.74,0.841,强提醒,避让/错峰,结合现在的天气和附近客流，从高笋塘东侧约127米去人武部怎么走最稳妥？,"您好！从高笋塘东侧约127米前往人武部，距离上车点高笋塘约127米，走过去很近。

目前105路的车厢拥挤度在 49% 左右，道路拥堵指数 99%。受路况影响，预计当前发车间隔较长（约 44.2 分钟）。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00406,2024-04-07 15:53:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,43e4740e92183dc8b3c4ab5966883327,高山湾枢纽站,桥南新苑,高山湾枢纽站商圈附近约363米,363,72,49,小雨,25.7,8.4,17,22,1,图书馆文化区,文教热点,0.592,雨天出行,0.786,0.685,0.655,0.546,普通,常态候车,我现在在高山湾枢纽站商圈附近约363米，要去桥南新苑，走过去坐105路合适吗？,"您好！从高山湾枢纽站商圈附近约363米前往桥南新苑，目前正值高峰时段，周边道路和客流压力较大。

目前105路的车厢拥挤度在 79% 左右，道路拥堵指数 68%。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00407,2024-04-07 11:57:00,14cb7122f64146b02a21c2c791af904d,102路,ab7d34b4451981c825686277f734aa4b,万达停车场,行政服务中心,万达停车场商圈附近约177米,177,186,146,多云,21.9,10.2,15,20,1,人武部换乘口,换乘热点,0.641,雨天出行,0.921,0.483,0.673,0.779,强提醒,避让/错峰,我刚到万达停车场商圈附近约177米附近，准备回行政服务中心，坐102路的话要等很久吗？,"您好！从万达停车场商圈附近约177米前往行政服务中心，目前正值高峰时段，周边道路和客流压力较大。

目前102路的车厢拥挤度在 92% 左右，道路拥堵指数 48%。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00408,2024-04-07 08:35:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,908495d0e3b05ab3a38965a3e96387aa,黎明路口,人民医院,黎明路口商圈附近约775米,775,59,46,晴,25.6,9.5,10,14,1,高笋塘步行区,商圈客流,0.461,晚高峰回家,0.617,0.616,0.557,0.1,普通,常态候车,外面天气感觉一般，我从黎明路口商圈附近约775米出发去人民医院，帮我看看路况和车上挤不挤。,"您好！从黎明路口商圈附近约775米前往人民医院，目前正值高峰时段，周边道路和客流压力较大。

目前111路的车厢拥挤度在 62% 左右，道路拥堵指数 62%。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00409,2024-04-07 18:11:00,c2b333726a91ce0fb6190c8e428177d5,101路,cdefbce7d3b2383a7ae3fc110df92241,桥南新苑,中心医院,桥南新苑东侧约107米,107,47,9,小雨,32.2,11.3,19,19,1,白鹤梁,文化景区,0.644,晚高峰回家,0.99,0.793,0.808,0.866,强提醒,避让/错峰,我现在在桥南新苑东侧约107米，要去中心医院，走过去坐101路合适吗？,"您好！从桥南新苑东侧约107米前往中心医院，目前正值高峰时段，周边道路和客流压力较大。

目前101路的车厢拥挤度在 99% 左右，道路拥堵指数 79%。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00410,2024-04-07 06:34:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,e59bc529c71f917f694d120f2061d05b,中心医院,奥体中心,中心医院东侧约477米,477,404,238,雷阵雨,23.8,28.9,20,22,1,实验中学考点周边,高峰集散,0.681,晚高峰回家,0.956,0.99,0.968,0.404,强提醒,避让/错峰,结合现在的天气和附近客流，从中心医院东侧约477米去奥体中心怎么走最稳妥？,"您好！从中心医院东侧约477米前往奥体中心，目前正值高峰时段，周边道路和客流压力较大。

目前105路的车厢拥挤度在 96% 左右，道路拥堵指数 99%。受路况影响，预计当前发车间隔较长（约 28.9 分钟）。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00411,2024-04-07 07:02:00,f19c1de7e49ae3d4dfb6555402f995bb,112路,fe24e7558457ffb3668f9b88e6746382,奥体中心,南门山（八角井）,奥体中心东侧约205米,205,220,57,暴雨,19.3,26.6,14,17,1,江东滨江带,滨江休闲,0.776,景区避堵,0.99,0.99,0.969,0.744,强提醒,避让/错峰,我现在在奥体中心东侧约205米，要去南门山（八角井），走过去坐112路合适吗？,"您好！从奥体中心东侧约205米前往南门山（八角井），目前正值高峰时段，周边道路和客流压力较大。

目前112路的车厢拥挤度在 99% 左右，道路拥堵指数 99%。受路况影响，预计当前发车间隔较长（约 26.6 分钟）。另外，受江东滨江带滨江休闲影响，途经该区域可能会有客流聚集。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00412,2024-04-07 06:25:00,14cb7122f64146b02a21c2c791af904d,102路,566b03152a15562132d0e21811e08915,中天广场,四环明珠,中天广场对面天桥下约191米,191,31,6,小雨,13.1,11.7,16,20,1,实验中学考点周边,高峰集散,0.773,晚高峰回家,0.856,0.775,0.738,0.761,强提醒,避让/错峰,请帮我判断下，现在从中天广场对面天桥下约191米去四环明珠，推荐按原计划等车还是换个方案？,"您好！从中天广场对面天桥下约191米前往四环明珠，目前正值高峰时段，周边道路和客流压力较大。

目前102路的车厢拥挤度在 86% 左右，道路拥堵指数 78%。另外，受实验中学考点周边高峰集散影响，途经该区域可能会有客流聚集。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00413,2024-04-07 19:24:00,c2b333726a91ce0fb6190c8e428177d5,101路,92aaf0a5a4f504eff43f8c80520d8bac,行政服务中心,步阳路口,行政服务中心对面天桥下约579米,579,197,41,阴,25.8,8.7,14,19,1,江东滨江带,滨江休闲,0.706,换乘规划,0.88,0.6,0.678,0.276,强提醒,避让/错峰,结合现在的天气和附近客流，从行政服务中心对面天桥下约579米去步阳路口怎么走最稳妥？,"您好！从行政服务中心对面天桥下约579米前往步阳路口，目前正值高峰时段，周边道路和客流压力较大。

目前101路的车厢拥挤度在 88% 左右，道路拥堵指数 60%。另外，受江东滨江带滨江休闲影响，途经该区域可能会有客流聚集。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00414,2024-04-07 09:00:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,adfb72413cbc8ff7904e8b98e0aaa70c,沙溪温泉,泽胜温泉城（西门）,沙溪温泉商圈附近约607米,607,54,34,阴,27.9,8.4,10,14,1,人武部换乘口,换乘热点,0.542,雨天出行,0.789,0.757,0.678,0.241,普通,常态候车,结合现在的天气和附近客流，从沙溪温泉商圈附近约607米去泽胜温泉城（西门）怎么走最稳妥？,"您好！从沙溪温泉商圈附近约607米前往泽胜温泉城（西门），目前正值高峰时段，周边道路和客流压力较大。

目前108路的车厢拥挤度在 79% 左右，道路拥堵指数 76%。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00415,2024-04-07 11:38:00,2784f60394214283364aa4321717a939,104路,f58fe448b66fd52a6b7a091f09054ebf,杨家花园,杨柳站,杨家花园公交港湾约527米,527,47,10,阴,11.1,8.9,10,14,1,江东滨江带,滨江休闲,0.519,换乘规划,0.57,0.585,0.52,0.341,普通,常态候车,我刚到杨家花园公交港湾约527米附近，准备回杨柳站，坐104路的话要等很久吗？,"您好！从杨家花园公交港湾约527米前往杨柳站，目前正值高峰时段，周边道路和客流压力较大。

目前104路的车厢拥挤度在 57% 左右，道路拥堵指数 58%。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00416,2024-04-07 19:43:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,7d4fdf0708e29f37faf86899e40aa413,桥南第一村,火炬广场,桥南第一村北侧路口约103米,103,202,136,多云,29.8,10.8,15,22,1,江东滨江带,滨江休闲,0.484,景区避堵,0.99,0.531,0.726,0.871,强提醒,避让/错峰,我刚到桥南第一村北侧路口约103米附近，准备回火炬广场，坐105路的话要等很久吗？,"您好！从桥南第一村北侧路口约103米前往火炬广场，目前正值高峰时段，周边道路和客流压力较大。

目前105路的车厢拥挤度在 99% 左右，道路拥堵指数 53%。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00417,2024-04-07 12:07:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,2f1ed7e40d9eff8afa3e6c4744047399,客运中心,图书馆,客运中心东侧约122米,122,52,40,晴,20.5,11.7,16,22,1,江东滨江带,滨江休闲,0.748,雨天出行,0.728,0.538,0.603,0.848,普通,常态候车,我现在在客运中心东侧约122米，要去图书馆，走过去坐105路合适吗？,"您好！从客运中心东侧约122米前往图书馆，目前正值高峰时段，周边道路和客流压力较大。

目前105路的车厢拥挤度在 73% 左右，道路拥堵指数 54%。另外，受江东滨江带滨江休闲影响，途经该区域可能会有客流聚集。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00418,2024-04-07 21:29:00,2784f60394214283364aa4321717a939,104路,e7b6a327e08cfeb33da00b35223b9f6d,泽胜温泉城（西门）,人武部,泽胜温泉城（西门）对面天桥下约341米,341,21,6,晴,23.0,10.1,10,14,1,白鹤梁,文化景区,0.512,景区避堵,0.579,0.695,0.565,0.574,普通,常态候车,结合现在的天气和附近客流，从泽胜温泉城（西门）对面天桥下约341米去人武部怎么走最稳妥？,"您好！从泽胜温泉城（西门）对面天桥下约341米前往人武部，目前正值高峰时段，周边道路和客流压力较大。

目前104路的车厢拥挤度在 58% 左右，道路拥堵指数 70%。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00419,2024-04-07 18:05:00,f159e13439ea9fe0f8ac7fbc9ba83599,204路,8cdb08e54ac324ab4a3aab6111b88270,泽胜温泉城（西门）,大塘路口,泽胜温泉城（西门）北侧路口约540米,540,15,4,小雨,18.5,41.5,5,8,0,行政服务中心,政务集散,0.639,雨天出行,0.45,0.99,0.722,0.325,强提醒,避让/错峰,结合现在的天气和附近客流，从泽胜温泉城（西门）北侧路口约540米去大塘路口怎么走最稳妥？,"您好！从泽胜温泉城（西门）北侧路口约540米前往大塘路口，当前外面是小雨，距离泽胜温泉城（西门）站还有540米步行路程，请务必备好雨具注意安全。

目前204路的车厢拥挤度在 45% 左右，道路拥堵指数 99%。受路况影响，预计当前发车间隔较长（约 41.5 分钟）。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00420,2024-04-07 22:37:00,2784f60394214283364aa4321717a939,104路,1728188a4355d1263bb2fb3b086c3429,三中院,黎明路口,三中院对面天桥下约264米,264,67,32,多云,25.4,11.5,14,14,1,实验中学考点周边,高峰集散,0.333,雨天出行,0.778,0.68,0.67,0.67,普通,常态候车,请帮我判断下，现在从三中院对面天桥下约264米去黎明路口，推荐按原计划等车还是换个方案？,"您好！从三中院对面天桥下约264米前往黎明路口，目前正值高峰时段，周边道路和客流压力较大。

目前104路的车厢拥挤度在 78% 左右，道路拥堵指数 68%。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00421,2024-04-07 15:18:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,e8d1bd9015e579cc627fa1da18937c02,十五中,沙溪温泉,十五中东侧约652米,652,37,26,小雨,8.2,10.8,11,14,1,宏声桥商圈,商圈客流,0.413,景区避堵,0.703,0.846,0.677,0.185,普通,常态候车,外面天气感觉一般，我从十五中东侧约652米出发去沙溪温泉，帮我看看路况和车上挤不挤。,"您好！从十五中东侧约652米前往沙溪温泉，当前外面是小雨，距离十五中站还有652米步行路程，请务必备好雨具注意安全。

目前108路的车厢拥挤度在 70% 左右，道路拥堵指数 85%。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00422,2024-04-07 13:54:00,31f975ac1fa38166b5ca3eb552503516,206路,e59f1cf49d1626952b32daee51040d78,杨树新村菜市场,人武部,杨树新村菜市场北侧路口约487米,487,17,12,晴,31.7,36.2,9,14,0,人武部换乘口,换乘热点,0.635,晚高峰回家,0.539,0.99,0.766,0.391,强提醒,避让/错峰,外面天气感觉一般，我从杨树新村菜市场北侧路口约487米出发去人武部，帮我看看路况和车上挤不挤。,"您好！从杨树新村菜市场北侧路口约487米前往人武部，距离上车点杨树新村菜市场约487米，走过去很近。

目前206路的车厢拥挤度在 54% 左右，道路拥堵指数 99%。受路况影响，预计当前发车间隔较长（约 36.2 分钟）。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00423,2024-04-07 16:56:00,2784f60394214283364aa4321717a939,104路,4f2375ed5c0e099e70dd1442883dc302,杨树新村菜市场,十八中,杨树新村菜市场北侧路口约568米,568,147,107,小雨,35.0,14.4,10,14,1,行政服务中心,政务集散,0.355,通勤出行,0.99,0.665,0.791,0.29,强提醒,避让/错峰,我现在在杨树新村菜市场北侧路口约568米，要去十八中，走过去坐104路合适吗？,"您好！从杨树新村菜市场北侧路口约568米前往十八中，当前外面是小雨，距离杨树新村菜市场站还有568米步行路程，请务必备好雨具注意安全。

目前104路的车厢拥挤度在 99% 左右，道路拥堵指数 66%。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00424,2024-04-07 06:13:00,c2b333726a91ce0fb6190c8e428177d5,101路,e1a0eff15de911bb71b27e7341073cd0,南门山（国美）,奥体中心,南门山（国美）东侧约253米,253,163,75,大雪,22.5,19.3,15,19,1,实验中学考点周边,高峰集散,0.263,换乘规划,0.863,0.951,0.845,0.684,强提醒,避让/错峰,我刚到南门山（国美）东侧约253米附近，准备回奥体中心，坐101路的话要等很久吗？,"您好！从南门山（国美）东侧约253米前往奥体中心，目前正值高峰时段，周边道路和客流压力较大。

目前101路的车厢拥挤度在 86% 左右，道路拥堵指数 95%。受路况影响，预计当前发车间隔较长（约 19.3 分钟）。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00425,2024-04-07 14:57:00,0579abf0fa4403b90a190dbaea38636c,127路,72e69340d0d9f8445501e2557deceaf6,党校,十八中,党校对面天桥下约556米,556,21,16,阴,28.2,11.1,16,19,1,实验中学考点周边,高峰集散,0.599,景区避堵,0.797,0.602,0.653,0.305,普通,常态候车,我现在在党校对面天桥下约556米，要去十八中，走过去坐127路合适吗？,"您好！从党校对面天桥下约556米前往十八中，目前正值高峰时段，周边道路和客流压力较大。

目前127路的车厢拥挤度在 80% 左右，道路拥堵指数 60%。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00426,2024-04-07 12:27:00,f159e13439ea9fe0f8ac7fbc9ba83599,204路,6e0ad44c3f0a9d2f3209659f40eb74b9,蒿枝坝,中天广场,蒿枝坝商圈附近约475米,475,30,13,阴,5.1,9.8,8,8,1,宏声桥商圈,商圈客流,0.474,通勤出行,0.828,0.8,0.719,0.406,普通,常态候车,请帮我判断下，现在从蒿枝坝商圈附近约475米去中天广场，推荐按原计划等车还是换个方案？,"您好！从蒿枝坝商圈附近约475米前往中天广场，目前正值高峰时段，周边道路和客流压力较大。

目前204路的车厢拥挤度在 83% 左右，道路拥堵指数 80%。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00427,2024-04-07 09:25:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,d8b5de9516c4a746dddaeb57549bdd96,杨柳站,高山湾枢纽站,杨柳站东侧约277米,277,53,32,阴,12.0,10.5,14,14,1,行政服务中心,政务集散,0.443,晚高峰回家,0.932,0.846,0.79,0.654,强提醒,避让/错峰,我刚到杨柳站东侧约277米附近，准备回高山湾枢纽站，坐108路的话要等很久吗？,"您好！从杨柳站东侧约277米前往高山湾枢纽站，目前正值高峰时段，周边道路和客流压力较大。

目前108路的车厢拥挤度在 93% 左右，道路拥堵指数 85%。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00428,2024-04-07 16:53:00,c2b333726a91ce0fb6190c8e428177d5,101路,fb7107c695b3c29927b18a0ee86e797a,浪琴屿,大塘路口,浪琴屿公交港湾约716米,716,58,44,多云,10.6,11.5,13,19,1,宏声桥商圈,商圈客流,0.504,雨天出行,0.72,0.66,0.635,0.105,普通,常态候车,外面天气感觉一般，我从浪琴屿公交港湾约716米出发去大塘路口，帮我看看路况和车上挤不挤。,"您好！从浪琴屿公交港湾约716米前往大塘路口，目前正值高峰时段，周边道路和客流压力较大。

目前101路的车厢拥挤度在 72% 左右，道路拥堵指数 66%。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00429,2024-04-07 13:37:00,14cb7122f64146b02a21c2c791af904d,102路,37f9b6342afd28b250930f1365636352,四环明珠,南门山（八角井）,四环明珠东侧约751米,751,53,26,小雨,15.3,10.2,16,20,1,人武部换乘口,换乘热点,0.641,景区避堵,0.812,0.841,0.726,0.1,普通,常态候车,请帮我判断下，现在从四环明珠东侧约751米去南门山（八角井），推荐按原计划等车还是换个方案？,"您好！从四环明珠东侧约751米前往南门山（八角井），当前外面是小雨，距离四环明珠站还有751米步行路程，请务必备好雨具注意安全。

目前102路的车厢拥挤度在 81% 左右，道路拥堵指数 84%。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00430,2024-04-07 07:49:00,31f975ac1fa38166b5ca3eb552503516,206路,4c854e70cb36c0d8f4553849ab0c7741,中天广场,人民医院,中天广场东侧约793米,793,154,66,大雨,7.3,16.3,13,14,1,实验中学考点周边,高峰集散,0.912,晚高峰回家,0.99,0.99,0.901,0.1,强提醒,避让/错峰,请帮我判断下，现在从中天广场东侧约793米去人民医院，推荐按原计划等车还是换个方案？,"您好！从中天广场东侧约793米前往人民医院，当前外面是大雨，距离中天广场站还有793米步行路程，请务必备好雨具注意安全。

目前206路的车厢拥挤度在 99% 左右，道路拥堵指数 99%。受路况影响，预计当前发车间隔较长（约 16.3 分钟）。另外，受实验中学考点周边高峰集散影响，途经该区域可能会有客流聚集。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00431,2024-04-07 19:57:00,f19c1de7e49ae3d4dfb6555402f995bb,112路,36732c5dac7ae2d281967a6544f8eff1,洗墨路口,森林公园,洗墨路口北侧路口约52米,52,61,37,阴,33.0,8.9,17,17,1,人武部换乘口,换乘热点,0.291,景区避堵,0.896,0.686,0.713,0.935,强提醒,避让/错峰,外面天气感觉一般，我从洗墨路口北侧路口约52米出发去森林公园，帮我看看路况和车上挤不挤。,"您好！从洗墨路口北侧路口约52米前往森林公园，目前正值高峰时段，周边道路和客流压力较大。

目前112路的车厢拥挤度在 90% 左右，道路拥堵指数 69%。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00432,2024-04-07 21:29:00,2784f60394214283364aa4321717a939,104路,e7b6a327e08cfeb33da00b35223b9f6d,泽胜温泉城（西门）,桥南新苑,泽胜温泉城（西门）北侧路口约364米,364,21,6,晴,23.0,10.1,10,14,1,图书馆文化区,文教热点,0.598,晚高峰回家,0.579,0.702,0.567,0.545,普通,常态候车,请帮我判断下，现在从泽胜温泉城（西门）北侧路口约364米去桥南新苑，推荐按原计划等车还是换个方案？,"您好！从泽胜温泉城（西门）北侧路口约364米前往桥南新苑，目前正值高峰时段，周边道路和客流压力较大。

目前104路的车厢拥挤度在 58% 左右，道路拥堵指数 70%。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00433,2024-04-07 18:00:00,0579abf0fa4403b90a190dbaea38636c,127路,83da1c91a60b0425615225a81a7a2266,水务局,十八中,水务局对面天桥下约752米,752,9,7,多云,8.1,21.8,14,19,0,图书馆文化区,文教热点,0.397,雨天出行,0.399,0.98,0.639,0.1,强提醒,避让/错峰,请帮我判断下，现在从水务局对面天桥下约752米去十八中，推荐按原计划等车还是换个方案？,"您好！从水务局对面天桥下约752米前往十八中，距离上车点水务局约752米，走过去很近。

目前127路的车厢拥挤度在 40% 左右，道路拥堵指数 98%。受路况影响，预计当前发车间隔较长（约 21.8 分钟）。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00434,2024-04-07 14:12:00,c2b333726a91ce0fb6190c8e428177d5,101路,83da1c91a60b0425615225a81a7a2266,水务局,中天广场,水务局商圈附近约680米,680,21,7,多云,14.8,11.0,13,19,1,图书馆文化区,文教热点,0.609,雨天出行,0.619,0.556,0.55,0.15,普通,常态候车,我现在在水务局商圈附近约680米，要去中天广场，走过去坐101路合适吗？,"您好！从水务局商圈附近约680米前往中天广场，目前正值高峰时段，周边道路和客流压力较大。

目前101路的车厢拥挤度在 62% 左右，道路拥堵指数 56%。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00435,2024-04-07 12:12:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,97829a59879c4da2fd4d3497526a7c7a,人武部,中心医院,人武部商圈附近约227米,227,112,75,阴,20.2,10.4,14,22,1,高笋塘步行区,商圈客流,0.222,晚高峰回家,0.825,0.616,0.667,0.716,普通,常态候车,我刚到人武部商圈附近约227米附近，准备回中心医院，坐105路的话要等很久吗？,"您好！从人武部商圈附近约227米前往中心医院，目前正值高峰时段，周边道路和客流压力较大。

目前105路的车厢拥挤度在 82% 左右，道路拥堵指数 62%。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00436,2024-04-07 11:30:00,0579abf0fa4403b90a190dbaea38636c,127路,4f2375ed5c0e099e70dd1442883dc302,杨树新村菜市场,新大兴,杨树新村菜市场公交港湾约277米,277,13,4,小雨,8.5,42.1,14,19,0,宏声桥商圈,商圈客流,0.461,换乘规划,0.445,0.99,0.72,0.654,强提醒,避让/错峰,我刚到杨树新村菜市场公交港湾约277米附近，准备回新大兴，坐127路的话要等很久吗？,"您好！从杨树新村菜市场公交港湾约277米前往新大兴，距离上车点杨树新村菜市场约277米，走过去很近。

目前127路的车厢拥挤度在 44% 左右，道路拥堵指数 99%。受路况影响，预计当前发车间隔较长（约 42.1 分钟）。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00437,2024-04-07 20:09:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,e59bc529c71f917f694d120f2061d05b,中心医院,高笋塘,中心医院公交港湾约333米,333,85,65,阴,15.3,9.9,14,14,1,图书馆文化区,文教热点,0.91,雨天出行,0.951,0.714,0.756,0.584,强提醒,避让/错峰,我刚到中心医院公交港湾约333米附近，准备回高笋塘，坐108路的话要等很久吗？,"您好！从中心医院公交港湾约333米前往高笋塘，目前正值高峰时段，周边道路和客流压力较大。

目前108路的车厢拥挤度在 95% 左右，道路拥堵指数 71%。另外，受图书馆文化区文教热点影响，途经该区域可能会有客流聚集。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
