sample_id,source_row_id,time,line_id,line_name,station_id,station_name,inflow_30m,outflow_30m,crowding,congestion,weather,temperature,online_vehicle,total_vehicle,headway,is_peak,pressure_score,dispatch_action,priority,confidence,reason,status
S0897,-1,2024-04-07 16:08:00,2784f60394214283364aa4321717a939,104路,43e4740e92183dc8b3c4ab5966883327,高山湾枢纽站,90,20,1.0,0.646,晴,33.0,14,14,11.3,1,7.6714261553588985,user_diversion,low,0.5,模型未给出明确说明,ok
S0898,-1,2024-04-07 12:30:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,c168834e7938208f9b8b7137ba4db325,泽胜温泉城,59,40,0.922,0.774,阴,12.2,14,14,11.5,1,7.670486529006883,user_diversion,low,0.5,模型未给出明确说明,ok
S0899,-1,2024-04-07 22:07:00,2784f60394214283364aa4321717a939,104路,566b03152a15562132d0e21811e08915,中天广场,81,24,0.976,0.702,阴,9.1,14,14,9.6,1,7.6697368731563405,user_diversion,low,0.5,模型未给出明确说明,ok
S0900,-1,2024-04-07 23:07:00,2784f60394214283364aa4321717a939,104路,2f1ed7e40d9eff8afa3e6c4744047399,客运中心,191,41,0.952,0.585,小雨,19.5,11,14,13.2,1,7.6684997050147485,user_diversion,low,0.5,模型未给出明确说明,ok
S0901,-1,2024-04-07 06:08:00,f19c1de7e49ae3d4dfb6555402f995bb,112路,5b6e6f9a700bcd8f390708f9c39b2552,奥体中心,95,46,0.896,0.79,小雨,10.4,17,17,9.5,1,7.668088102261554,none,low,0.5,模型未给出明确说明,ok
S0902,-1,2024-04-07 17:52:00,f19c1de7e49ae3d4dfb6555402f995bb,112路,c168834e7938208f9b8b7137ba4db325,泽胜温泉城,73,43,0.909,0.786,晴,23.3,17,17,10.4,1,7.667015535889872,none,low,0.5,模型未给出明确说明,ok
S0903,-1,2024-04-07 07:04:00,21c4fd80af0c3078a9bd828c0a66a048,202路,fab859ef347c3152b7c1b1c576d51220,人武部,81,60,0.959,0.703,晴,18.7,19,19,11.5,1,7.666559095378564,none,low,0.5,模型未给出明确说明,ok
S0904,-1,2024-04-07 13:31:00,f159e13439ea9fe0f8ac7fbc9ba83599,204路,3de2c7760a21d9abc8abdcacaf08f885,行政服务中心,66,25,0.966,0.706,阴,16.7,8,8,11.8,1,7.666239921337267,none,low,0.5,模型未给出明确说明,ok
S0905,-1,2024-04-07 12:48:00,d288657336e08c8f69db3df62d8f24c1,107B路,adfb72413cbc8ff7904e8b98e0aaa70c,沙溪温泉,77,29,0.918,0.785,小雨,33.2,9,9,8.9,1,7.665531760078662,none,low,0.5,模型未给出明确说明,ok
S0906,-1,2024-04-07 08:48:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,7d4fdf0708e29f37faf86899e40aa413,桥南第一村,98,45,0.868,0.8,多云,34.3,14,14,11.6,1,7.664991937069813,user_diversion,low,0.5,模型未给出明确说明,ok
S0907,-1,2024-04-07 12:18:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,fcc535d2cd655625e8835c6f4a092573,罗家花园,60,27,0.935,0.766,多云,15.4,14,14,10.3,1,7.664832251720748,none,low,0.5,模型未给出明确说明,ok
S0908,-1,2024-04-07 10:12:00,c2b333726a91ce0fb6190c8e428177d5,101路,e7b6a327e08cfeb33da00b35223b9f6d,泽胜温泉城（西门）,32,7,0.949,0.772,小雨,8.9,19,19,10.7,1,7.664174237954769,none,low,0.5,模型未给出明确说明,ok
S0909,-1,2024-04-07 09:42:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,92aaf0a5a4f504eff43f8c80520d8bac,行政服务中心,56,13,0.936,0.763,阴,5.4,14,14,10.8,1,7.663293805309735,none,low,0.5,模型未给出明确说明,ok
S0910,-1,2024-04-07 13:34:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,fab859ef347c3152b7c1b1c576d51220,人武部,84,35,0.966,0.685,小雨,27.7,14,14,11.9,1,7.662085152409046,none,low,0.5,模型未给出明确说明,ok
S0911,-1,2024-04-07 09:16:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,eaa33713ea5567ae15d489abd052d999,公安局,68,28,0.925,0.763,阴,17.8,14,14,10.9,1,7.661264700098328,user_diversion,low,0.5,模型未给出明确说明,ok
S0912,-1,2024-04-07 23:54:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,9ffe2c86a9bbba8a37e36284ac7d7b96,易家坝,68,51,0.925,0.77,阴,11.8,14,14,10.2,1,7.661109144542772,user_diversion,low,0.5,模型未给出明确说明,ok
S0913,-1,2024-04-07 06:13:00,21c4fd80af0c3078a9bd828c0a66a048,202路,3de2c7760a21d9abc8abdcacaf08f885,行政服务中心,81,23,0.971,0.699,阴,26.6,19,19,10.1,1,7.660247984267453,user_diversion,low,0.5,模型未给出明确说明,ok
S0914,-1,2024-04-07 10:21:00,14cb7122f64146b02a21c2c791af904d,102路,2f1ed7e40d9eff8afa3e6c4744047399,客运中心,75,50,0.987,0.69,小雨,32.0,20,20,9.5,1,7.658640314650935,user_diversion,low,0.5,模型未给出明确说明,ok
S0915,-1,2024-04-07 10:49:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,d8b5de9516c4a746dddaeb57549bdd96,杨柳站,69,30,0.949,0.741,阴,7.1,14,14,9.8,1,7.657832645034415,user_diversion,low,0.5,模型未给出明确说明,ok
S0916,-1,2024-04-07 19:09:00,2784f60394214283364aa4321717a939,104路,2f1ed7e40d9eff8afa3e6c4744047399,客运中心,53,33,0.912,0.793,小雨,23.0,14,14,10.9,1,7.657678859390363,user_diversion,low,0.5,模型未给出明确说明,ok
S0917,-1,2024-04-07 16:26:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,32a6fa0bebd45f310a059e32092bf0c5,火炬广场,87,47,0.903,0.769,小雨,31.0,14,14,11.0,1,7.65712232055064,user_diversion,low,0.5,模型未给出明确说明,ok
S0918,-1,2024-04-07 14:52:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,ab7d34b4451981c825686277f734aa4b,万达停车场,72,22,0.94,0.75,阴,6.8,14,14,9.7,1,7.656847590953785,user_diversion,low,0.5,模型未给出明确说明,ok
S0919,-1,2024-04-07 17:16:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,e59bc529c71f917f694d120f2061d05b,中心医院,62,48,0.933,0.775,阴,23.9,14,14,9.1,1,7.656790363815142,user_diversion,low,0.5,模型未给出明确说明,ok
S0920,-1,2024-04-07 21:38:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,7d4fdf0708e29f37faf86899e40aa413,桥南第一村,79,31,0.947,0.738,阴,11.3,14,14,9.3,1,7.656645427728614,user_diversion,low,0.5,模型未给出明确说明,ok
S0921,-1,2024-04-07 12:44:00,21c4fd80af0c3078a9bd828c0a66a048,202路,fab859ef347c3152b7c1b1c576d51220,人武部,77,41,1.0,0.654,多云,19.3,19,19,11.1,1,7.655820648967551,user_diversion,low,0.5,模型未给出明确说明,ok
S0922,-1,2024-04-07 21:23:00,21c4fd80af0c3078a9bd828c0a66a048,202路,566b03152a15562132d0e21811e08915,中天广场,93,45,0.949,0.726,小雨,10.6,19,19,8.8,1,7.655707767944936,user_diversion,low,0.5,模型未给出明确说明,ok
S0923,-1,2024-04-07 14:14:00,31f975ac1fa38166b5ca3eb552503516,206路,4c854e70cb36c0d8f4553849ab0c7741,中天广场,196,64,0.96,0.574,晴,21.8,10,14,12.2,1,7.655539429695181,add_trip,low,0.5,模型未给出明确说明,ok
S0924,-1,2024-04-07 19:59:00,f159e13439ea9fe0f8ac7fbc9ba83599,204路,eaa33713ea5567ae15d489abd052d999,公安局,34,21,0.949,0.762,晴,15.6,8,8,11.1,1,7.65548790560472,user_diversion,low,0.5,模型未给出明确说明,ok
S0925,-1,2024-04-07 06:14:00,2784f60394214283364aa4321717a939,104路,36732c5dac7ae2d281967a6544f8eff1,洗墨路口,39,23,0.945,0.756,阴,5.1,14,14,11.6,1,7.653260963618487,user_diversion,low,0.5,模型未给出明确说明,ok
S0926,-1,2024-04-07 10:41:00,21c4fd80af0c3078a9bd828c0a66a048,202路,cdefbce7d3b2383a7ae3fc110df92241,桥南新苑,205,80,1.0,0.545,多云,23.1,14,19,9.0,1,7.65253982300885,add_trip,low,0.5,模型未给出明确说明,ok
S0927,-1,2024-04-07 22:16:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,e1a0eff15de911bb71b27e7341073cd0,南门山（国美）,47,9,0.939,0.763,小雨,31.4,14,14,10.8,1,7.651782300884955,user_diversion,low,0.5,模型未给出明确说明,ok
S0928,-1,2024-04-07 06:27:00,c2b333726a91ce0fb6190c8e428177d5,101路,32a6fa0bebd45f310a059e32092bf0c5,火炬广场,45,30,0.94,0.79,阴,6.8,19,19,8.2,1,7.651779744346117,user_diversion,low,0.5,模型未给出明确说明,ok
S0929,-1,2024-04-07 19:10:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,6e0ad44c3f0a9d2f3209659f40eb74b9,蒿枝坝,64,13,0.93,0.781,多云,28.4,14,14,8.4,1,7.6504595870206495,user_diversion,low,0.5,模型未给出明确说明,ok
S0930,-1,2024-04-07 09:25:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,d8b5de9516c4a746dddaeb57549bdd96,杨柳站,53,32,0.922,0.781,阴,12.0,14,14,10.5,1,7.650389970501475,user_diversion,low,0.5,模型未给出明确说明,ok
S0931,-1,2024-04-07 10:31:00,2784f60394214283364aa4321717a939,104路,f7aeb848e101cfa4978d9503f33fd943,图书馆,50,21,0.913,0.798,阴,34.6,14,14,10.2,1,7.649286135693216,none,low,0.5,模型未给出明确说明,ok
S0932,-1,2024-04-07 16:57:00,d288657336e08c8f69db3df62d8f24c1,107B路,2f1ed7e40d9eff8afa3e6c4744047399,客运中心,41,15,0.923,0.782,阴,24.9,9,9,11.4,1,7.648841297935103,none,low,0.5,模型未给出明确说明,ok
S0933,-1,2024-04-07 06:36:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,43e4740e92183dc8b3c4ab5966883327,高山湾枢纽站,96,63,0.909,0.742,小雨,21.8,22,22,11.6,1,7.647767158308752,none,low,0.5,模型未给出明确说明,ok
S0934,-1,2024-04-07 18:11:00,31f975ac1fa38166b5ca3eb552503516,206路,8cdb08e54ac324ab4a3aab6111b88270,泽胜温泉城（西门）,50,16,0.935,0.751,多云,9.5,14,14,12.0,1,7.6474861356932164,none,low,0.5,模型未给出明确说明,ok
S0935,-1,2024-04-07 10:19:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,f7aeb848e101cfa4978d9503f33fd943,图书馆,77,38,0.971,0.683,阴,11.8,14,14,11.5,1,7.64730953785644,none,low,0.5,模型未给出明确说明,ok
S0936,-1,2024-04-07 20:57:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,0747da93e8e62e0df6b0fe4a6e92f78e,图书馆,81,46,0.943,0.712,阴,23.8,22,22,11.7,1,7.646003539823008,none,low,0.5,模型未给出明确说明,ok
S0937,-1,2024-04-07 15:12:00,21c4fd80af0c3078a9bd828c0a66a048,202路,cdefbce7d3b2383a7ae3fc110df92241,桥南新苑,49,17,0.91,0.79,小雨,6.0,19,19,11.3,1,7.645518190757129,none,low,0.5,模型未给出明确说明,ok
S0938,-1,2024-04-07 18:23:00,21c4fd80af0c3078a9bd828c0a66a048,202路,4c854e70cb36c0d8f4553849ab0c7741,中天广场,78,40,0.976,0.701,多云,18.9,19,19,8.9,1,7.645344149459193,none,low,0.5,模型未给出明确说明,ok
S0939,-1,2024-04-07 14:20:00,21c4fd80af0c3078a9bd828c0a66a048,202路,2f1ed7e40d9eff8afa3e6c4744047399,客运中心,64,28,0.948,0.734,多云,11.5,19,19,10.5,1,7.644126253687316,none,low,0.5,模型未给出明确说明,ok
S0940,-1,2024-04-07 07:13:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,fab859ef347c3152b7c1b1c576d51220,人武部,101,39,0.965,0.682,小雨,10.4,22,22,9.7,1,7.641406882989184,none,low,0.5,模型未给出明确说明,ok
S0941,-1,2024-04-07 22:53:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,4c854e70cb36c0d8f4553849ab0c7741,中天广场,93,63,0.962,0.708,晴,10.3,22,22,8.3,1,7.641396656833825,user_diversion,low,0.5,模型未给出明确说明,ok
S0942,-1,2024-04-07 07:25:00,21c4fd80af0c3078a9bd828c0a66a048,202路,97829a59879c4da2fd4d3497526a7c7a,人武部,47,36,0.906,0.795,晴,15.0,19,19,11.3,1,7.640893411996067,user_diversion,low,0.5,模型未给出明确说明,ok
S0943,-1,2024-04-07 15:33:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,2f1ed7e40d9eff8afa3e6c4744047399,客运中心,82,31,0.933,0.746,阴,18.7,22,22,9.2,1,7.639460373647985,user_diversion,low,0.5,模型未给出明确说明,ok
S0944,-1,2024-04-07 14:34:00,31f975ac1fa38166b5ca3eb552503516,206路,566b03152a15562132d0e21811e08915,中天广场,69,49,0.973,0.694,阴,25.9,14,14,10.6,1,7.639410422812192,user_diversion,low,0.5,模型未给出明确说明,ok
S0945,-1,2024-04-07 06:36:00,c2b333726a91ce0fb6190c8e428177d5,101路,fe24e7558457ffb3668f9b88e6746382,奥体中心,42,29,0.91,0.791,阴,22.2,19,19,11.6,1,7.638898131760079,user_diversion,low,0.5,模型未给出明确说明,ok
S0946,-1,2024-04-07 10:44:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,e63f45c0daac5879a1ced5fcc5d140e2,李志沧骨科医院,53,10,0.917,0.795,阴,31.3,14,14,9.2,1,7.638301081612587,user_diversion,low,0.5,模型未给出明确说明,ok
S0947,-1,2024-04-07 06:20:00,31f975ac1fa38166b5ca3eb552503516,206路,c32bcb4645490e5d7200359302437cd3,实验中学,93,58,1.0,0.636,多云,19.4,14,14,10.5,1,7.638285545722714,user_diversion,low,0.5,模型未给出明确说明,ok
S0948,-1,2024-04-07 21:42:00,21c4fd80af0c3078a9bd828c0a66a048,202路,cdefbce7d3b2383a7ae3fc110df92241,桥南新苑,65,28,1.0,0.665,晴,24.1,19,19,10.4,1,7.637916420845624,user_diversion,low,0.5,模型未给出明确说明,ok
S0949,-1,2024-04-07 18:51:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,32a6fa0bebd45f310a059e32092bf0c5,火炬广场,67,34,0.908,0.79,晴,15.5,22,22,9.4,1,7.637518977384464,user_diversion,low,0.5,模型未给出明确说明,ok
S0950,-1,2024-04-07 21:59:00,14cb7122f64146b02a21c2c791af904d,102路,74b4ed846dccb4a0966a1a7dea8cf2c8,电信局,75,19,0.911,0.767,小雨,18.8,20,20,10.5,1,7.637462536873157,user_diversion,low,0.5,模型未给出明确说明,ok
S0951,-1,2024-04-07 20:37:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,7d4fdf0708e29f37faf86899e40aa413,桥南第一村,71,25,0.914,0.764,晴,28.7,14,14,10.8,1,7.6370796460177,user_diversion,low,0.5,模型未给出明确说明,ok
S0952,-1,2024-04-07 23:06:00,f19c1de7e49ae3d4dfb6555402f995bb,112路,e7b6a327e08cfeb33da00b35223b9f6d,泽胜温泉城（西门）,68,48,0.946,0.732,阴,34.0,17,17,10.2,1,7.636309144542773,user_diversion,low,0.5,模型未给出明确说明,ok
S0953,-1,2024-04-07 11:29:00,f159e13439ea9fe0f8ac7fbc9ba83599,204路,cdefbce7d3b2383a7ae3fc110df92241,桥南新苑,75,36,0.964,0.722,晴,16.1,8,8,8.2,1,7.635751425762045,user_diversion,low,0.5,模型未给出明确说明,ok
S0954,-1,2024-04-07 12:22:00,14cb7122f64146b02a21c2c791af904d,102路,adfb72413cbc8ff7904e8b98e0aaa70c,沙溪温泉,61,41,0.926,0.768,晴,23.2,20,20,9.8,1,7.635133529990168,user_diversion,low,0.5,模型未给出明确说明,ok
S0955,-1,2024-04-07 06:53:00,21c4fd80af0c3078a9bd828c0a66a048,202路,566b03152a15562132d0e21811e08915,中天广场,59,33,0.892,0.793,多云,28.9,19,19,11.8,1,7.634953195673551,user_diversion,low,0.5,模型未给出明确说明,ok
S0956,-1,2024-04-07 22:17:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,36732c5dac7ae2d281967a6544f8eff1,洗墨路口,72,16,0.907,0.779,阴,23.2,14,14,10.0,1,7.634914257620452,user_diversion,low,0.5,模型未给出明确说明,ok
S0957,-1,2024-04-07 17:48:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,e59f1cf49d1626952b32daee51040d78,杨树新村菜市场,42,8,0.933,0.756,阴,11.8,14,14,11.9,1,7.6329647984267455,user_diversion,low,0.5,模型未给出明确说明,ok
S0958,-1,2024-04-07 12:02:00,21c4fd80af0c3078a9bd828c0a66a048,202路,fe24e7558457ffb3668f9b88e6746382,奥体中心,51,36,0.946,0.739,阴,17.1,19,19,11.0,1,7.6318763028515235,user_diversion,low,0.5,模型未给出明确说明,ok
S0959,-1,2024-04-07 23:05:00,21c4fd80af0c3078a9bd828c0a66a048,202路,e59bc529c71f917f694d120f2061d05b,中心医院,35,8,0.996,0.694,阴,32.2,19,19,10.7,1,7.630811406096361,user_diversion,low,0.5,模型未给出明确说明,ok
S0960,-1,2024-04-07 06:56:00,31f975ac1fa38166b5ca3eb552503516,206路,92aaf0a5a4f504eff43f8c80520d8bac,行政服务中心,77,43,0.933,0.748,小雨,21.2,14,14,9.1,1,7.6305762045231065,user_diversion,low,0.5,模型未给出明确说明,ok
S0961,-1,2024-04-07 22:37:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,f7aeb848e101cfa4978d9503f33fd943,图书馆,41,27,0.955,0.737,阴,26.3,22,22,11.0,1,7.6305524090462145,user_diversion,low,0.5,模型未给出明确说明,ok
S0962,-1,2024-04-07 19:29:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,7d4fdf0708e29f37faf86899e40aa413,桥南第一村,105,34,0.917,0.731,小雨,11.5,22,22,10.0,1,7.630323107177976,user_diversion,low,0.5,模型未给出明确说明,ok
S0963,-1,2024-04-07 17:50:00,d288657336e08c8f69db3df62d8f24c1,107B路,cdefbce7d3b2383a7ae3fc110df92241,桥南新苑,43,9,0.968,0.74,晴,15.5,9,9,8.8,1,7.629088298918388,user_diversion,low,0.5,模型未给出明确说明,ok
S0964,-1,2024-04-07 21:01:00,c2b333726a91ce0fb6190c8e428177d5,101路,6804f20d9758b3a91029d424dfa1daeb,高笋塘,170,133,0.994,0.561,多云,7.4,12,19,10.6,1,7.629061750245822,add_trip,low,0.5,模型未给出明确说明,ok
S0965,-1,2024-04-07 19:23:00,f159e13439ea9fe0f8ac7fbc9ba83599,204路,c32bcb4645490e5d7200359302437cd3,实验中学,78,48,0.883,0.791,小雨,18.4,8,8,10.9,1,7.627388593903638,user_diversion,low,0.5,模型未给出明确说明,ok
S0966,-1,2024-04-07 21:03:00,2784f60394214283364aa4321717a939,104路,32a6fa0bebd45f310a059e32092bf0c5,火炬广场,43,29,1.0,0.7,晴,13.0,14,14,8.6,1,7.626243854473943,user_diversion,low,0.5,模型未给出明确说明,ok
S0967,-1,2024-04-07 16:36:00,d288657336e08c8f69db3df62d8f24c1,107B路,e8d1bd9015e579cc627fa1da18937c02,十五中,63,49,0.895,0.785,阴,5.3,9,9,11.4,1,7.6257138643067846,user_diversion,low,0.5,模型未给出明确说明,ok
S0968,-1,2024-04-07 14:05:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,fe24e7558457ffb3668f9b88e6746382,奥体中心,49,30,0.929,0.785,多云,5.7,22,22,8.5,1,7.625495968534907,user_diversion,low,0.5,模型未给出明确说明,ok
S0969,-1,2024-04-07 13:15:00,31f975ac1fa38166b5ca3eb552503516,206路,e59bc529c71f917f694d120f2061d05b,中心医院,58,17,0.916,0.784,阴,24.9,14,14,9.3,1,7.624585250737463,user_diversion,low,0.5,模型未给出明确说明,ok
S0970,-1,2024-04-07 19:48:00,21c4fd80af0c3078a9bd828c0a66a048,202路,32a6fa0bebd45f310a059e32092bf0c5,火炬广场,101,35,0.915,0.754,小雨,17.3,19,19,8.1,1,7.624251327433628,user_diversion,low,0.5,模型未给出明确说明,ok
S0971,-1,2024-04-07 07:38:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,1728188a4355d1263bb2fb3b086c3429,三中院,52,16,0.903,0.788,小雨,12.4,14,14,11.1,1,7.623710914454278,none,low,0.5,模型未给出明确说明,ok
S0972,-1,2024-04-07 18:51:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,fe24e7558457ffb3668f9b88e6746382,奥体中心,48,36,0.951,0.743,多云,20.2,14,14,9.9,1,7.623594690265486,none,low,0.5,模型未给出明确说明,ok
S0973,-1,2024-04-07 07:44:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,ab7d34b4451981c825686277f734aa4b,万达停车场,50,37,0.908,0.793,小雨,19.3,14,14,10.1,1,7.622063913470994,none,low,0.5,模型未给出明确说明,ok
S0974,-1,2024-04-07 07:54:00,21c4fd80af0c3078a9bd828c0a66a048,202路,3de2c7760a21d9abc8abdcacaf08f885,行政服务中心,90,65,0.888,0.762,小雨,14.5,19,19,11.7,1,7.621915044247787,none,low,0.5,模型未给出明确说明,ok
S0975,-1,2024-04-07 23:05:00,c2b333726a91ce0fb6190c8e428177d5,101路,051a82a74a8537f06128610f13bea5f4,群安路口,71,34,0.875,0.797,小雨,25.5,19,19,11.7,1,7.6204796460176984,none,low,0.5,模型未给出明确说明,ok
S0976,-1,2024-04-07 23:44:00,d288657336e08c8f69db3df62d8f24c1,107B路,4c854e70cb36c0d8f4553849ab0c7741,中天广场,62,26,0.949,0.728,小雨,6.0,9,9,10.1,1,7.620412586037364,none,low,0.5,模型未给出明确说明,ok
S0977,-1,2024-04-07 11:22:00,21c4fd80af0c3078a9bd828c0a66a048,202路,f7aeb848e101cfa4978d9503f33fd943,图书馆,59,32,0.929,0.741,晴,20.5,19,19,11.6,1,7.619708751229107,none,low,0.5,模型未给出明确说明,ok
S0978,-1,2024-04-07 21:44:00,14cb7122f64146b02a21c2c791af904d,102路,f7aeb848e101cfa4978d9503f33fd943,图书馆,89,65,0.942,0.706,多云,6.3,20,20,10.4,1,7.618813765978367,none,low,0.5,模型未给出明确说明,ok
S0979,-1,2024-04-07 12:58:00,d288657336e08c8f69db3df62d8f24c1,107B路,e59bc529c71f917f694d120f2061d05b,中心医院,37,19,0.947,0.766,小雨,9.1,9,9,9.0,1,7.618658407079646,none,low,0.5,模型未给出明确说明,ok
S0980,-1,2024-04-07 12:38:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,7d4fdf0708e29f37faf86899e40aa413,桥南第一村,70,20,0.956,0.704,多云,12.6,22,22,10.7,1,7.6182450344149455,none,low,0.5,模型未给出明确说明,ok
S0981,-1,2024-04-07 06:04:00,d288657336e08c8f69db3df62d8f24c1,107B路,396c1979928ef81d9d2ccfbd2864a0b3,大塘路口,41,31,0.901,0.791,小雨,26.8,9,9,11.9,1,7.618152409046214,none,low,0.5,模型未给出明确说明,ok
S0982,-1,2024-04-07 07:45:00,21c4fd80af0c3078a9bd828c0a66a048,202路,e59bc529c71f917f694d120f2061d05b,中心医院,56,23,0.947,0.723,小雨,10.9,19,19,11.3,1,7.617204916420846,none,low,0.5,模型未给出明确说明,ok
S0983,-1,2024-04-07 22:08:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,fe24e7558457ffb3668f9b88e6746382,奥体中心,67,31,0.91,0.785,阴,25.5,22,22,8.7,1,7.616563421828909,none,low,0.5,模型未给出明确说明,ok
S0984,-1,2024-04-07 19:11:00,21c4fd80af0c3078a9bd828c0a66a048,202路,2f1ed7e40d9eff8afa3e6c4744047399,客运中心,69,21,0.968,0.695,晴,27.9,19,19,10.1,1,7.616499311701082,none,low,0.5,模型未给出明确说明,ok
S0985,-1,2024-04-07 07:00:00,21c4fd80af0c3078a9bd828c0a66a048,202路,4c854e70cb36c0d8f4553849ab0c7741,中天广场,50,11,0.979,0.693,阴,29.7,19,19,10.8,1,7.616419469026548,none,low,0.5,模型未给出明确说明,ok
S0986,-1,2024-04-07 12:00:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,908495d0e3b05ab3a38965a3e96387aa,黎明路口,55,12,0.92,0.771,小雨,10.5,14,14,10.0,1,7.616103638151427,none,low,0.5,模型未给出明确说明,ok
S0987,-1,2024-04-07 15:42:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,e59bc529c71f917f694d120f2061d05b,中心医院,37,17,0.957,0.748,小雨,9.6,22,22,9.4,1,7.615947295968534,none,low,0.5,模型未给出明确说明,ok
S0988,-1,2024-04-07 15:36:00,21c4fd80af0c3078a9bd828c0a66a048,202路,97829a59879c4da2fd4d3497526a7c7a,人武部,85,65,0.891,0.758,晴,23.6,19,19,11.9,1,7.614897541789577,none,low,0.5,模型未给出明确说明,ok
S0989,-1,2024-04-07 08:38:00,14cb7122f64146b02a21c2c791af904d,102路,7590b83cb4649b9bc208d2b94c5cd349,邮政局,75,30,0.913,0.756,多云,25.9,20,20,10.3,1,7.614418092428712,none,low,0.5,模型未给出明确说明,ok
S0990,-1,2024-04-07 18:22:00,14cb7122f64146b02a21c2c791af904d,102路,cf1b2effc271a229633de5945d3c54b4,城六校（乌江校区）,47,33,0.942,0.731,多云,31.8,20,20,11.9,1,7.614226745329399,none,low,0.5,模型未给出明确说明,ok
S0991,-1,2024-04-07 07:49:00,2784f60394214283364aa4321717a939,104路,fe24e7558457ffb3668f9b88e6746382,奥体中心,80,30,0.912,0.74,小雨,10.1,14,14,11.5,1,7.614146705998033,user_diversion,low,0.5,模型未给出明确说明,ok
S0992,-1,2024-04-07 12:46:00,14cb7122f64146b02a21c2c791af904d,102路,cdefbce7d3b2383a7ae3fc110df92241,桥南新苑,51,28,1.0,0.678,晴,9.6,20,20,9.4,1,7.613320747295968,user_diversion,low,0.5,模型未给出明确说明,ok
S0993,-1,2024-04-07 07:32:00,14cb7122f64146b02a21c2c791af904d,102路,1728188a4355d1263bb2fb3b086c3429,三中院,69,15,0.888,0.791,阴,6.5,20,20,10.5,1,7.61258820058997,user_diversion,low,0.5,模型未给出明确说明,ok
S0994,-1,2024-04-07 16:42:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,3de2c7760a21d9abc8abdcacaf08f885,行政服务中心,175,97,0.938,0.594,小雨,25.7,9,14,13.1,1,7.611479252704032,add_trip,low,0.5,模型未给出明确说明,ok
S0995,-1,2024-04-07 17:03:00,2784f60394214283364aa4321717a939,104路,34a208df009da83091ee5c7786f9a127,十八中,51,28,0.916,0.775,阴,10.2,14,14,10.2,1,7.609298525073746,user_diversion,low,0.5,模型未给出明确说明,ok
S0996,-1,2024-04-07 17:53:00,21c4fd80af0c3078a9bd828c0a66a048,202路,e59bc529c71f917f694d120f2061d05b,中心医院,78,41,0.943,0.716,阴,20.3,19,19,9.9,1,7.608166371681416,user_diversion,low,0.5,模型未给出明确说明,ok
S0997,-1,2024-04-07 14:24:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,7ebde94ec58378ede1d759b7aeb686ba,群安路口,44,30,0.92,0.774,小雨,24.1,14,14,10.4,1,7.607256243854474,user_diversion,low,0.5,模型未给出明确说明,ok
S0998,-1,2024-04-07 22:41:00,21c4fd80af0c3078a9bd828c0a66a048,202路,6804f20d9758b3a91029d424dfa1daeb,高笋塘,55,38,0.941,0.72,多云,23.9,19,19,12.0,1,7.60714808259587,user_diversion,low,0.5,模型未给出明确说明,ok
S0999,-1,2024-04-07 07:45:00,2784f60394214283364aa4321717a939,104路,f7aeb848e101cfa4978d9503f33fd943,图书馆,80,44,0.983,0.667,多云,25.0,14,14,9.4,1,7.605680039331367,user_diversion,low,0.5,模型未给出明确说明,ok
